ID;Time;x;y;z;lhx;lhy;lhz;rhx;rhy;rhz
3725;1114;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1115;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1116;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1117;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1118;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1119;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1120;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1121;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1122;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1123;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1124;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1125;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1126;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1127;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1128;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1129;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1130;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1131;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1132;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1133;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1134;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1135;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1136;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1137;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1138;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1139;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1140;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1141;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1142;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
3725;1143;0,5426946;-0,02801955;0;-0,4158692;-0,09290694;0;-0,2064599;0,5618657;0
