ID;Time;x;y;z;lhx;lhy;lhz;rhx;rhy;rhz
5966;861;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;862;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;863;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;864;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;865;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;866;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;867;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;868;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;869;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;870;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;871;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;872;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;873;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;874;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;875;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;876;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;877;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;878;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;879;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;880;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;881;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;882;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;883;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;884;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;885;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;886;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;887;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;888;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;889;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;890;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;891;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;892;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;893;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;894;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;895;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;896;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;897;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;898;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;899;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;900;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;901;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;902;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;903;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;904;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;905;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;906;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;907;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;908;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;909;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;910;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;911;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;912;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;913;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;914;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;915;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;916;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;917;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;918;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;919;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;920;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;921;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;922;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;923;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;924;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;925;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;926;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;927;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;928;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;929;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;930;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;931;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;932;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;933;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;934;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;935;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;936;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;937;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;938;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;939;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;940;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;941;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;942;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;943;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;944;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;945;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;946;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
5966;947;-0,3421335;0,1135529;0;0,3509817;0,1076541;0;0,07373574;0,3141139;0
